Cover,Intrusion_Switch,WLAN_Card,Front_Bezel,Expansion_Card,Memory_Card,CoinCell_Battery,Hard_Drive,Optical_Drive,Power_Supply,Heat_Sink_Assembly,Processor,Processor_Socket,System_Fan,Thermal_Sensor,Power_Switch,IO_Panel,System_Board,Screws,Grommets,Power_Cable,Data_Cable,WLAN_Cable,4pin_Power_Cable,8pin_Power_Cable,Fan_Cable,Captive_Screws,Thermal_Sensor_Cable,USB_Cable,N_A
,,,,,,,,,10358,11358,12358,13358,14358,15358,16358,17358,18358,19358,20358,21358,22358,23358,24358,25358,26358,27358,28358,29358,0
,,,,,,,,,10359,11359,12359,13359,14359,15359,16359,17359,18359,19359,20359,21359,22359,23359,24359,25359,26359,27359,28359,29359,0
,,,,,,,,,10360,11360,12360,13360,14360,15360,16360,17360,18360,19360,20360,21360,22360,23360,24360,25360,26360,27360,28360,29360,0
,,,,,,,,,10361,11361,12361,13361,14361,15361,16361,17361,18361,19361,20361,21361,22361,23361,24361,25361,26361,27361,28361,29361,0
,,,,,,,,,10362,11362,12362,13362,14362,15362,16362,17362,18362,19362,20362,21362,22362,23362,24362,25362,26362,27362,28362,29362,0
,,,,,,,,,10363,11363,12363,13363,14363,15363,16363,17363,18363,19363,20363,21363,22363,23363,24363,25363,26363,27363,28363,29363,0
,,,,,,,,,10364,11364,12364,13364,14364,15364,16364,17364,18364,19364,20364,21364,22364,23364,24364,25364,26364,27364,28364,29364,0
,,,,,,,,,10365,11365,12365,13365,14365,15365,16365,17365,18365,19365,20365,21365,22365,23365,24365,25365,26365,27365,28365,29365,0
,,,,,,,,,10366,11366,12366,13366,14366,15366,16366,17366,18366,19366,20366,21366,22366,23366,24366,25366,26366,27366,28366,29366,0
,,,,,,,,,10367,11367,12367,13367,14367,15367,16367,17367,18367,19367,20367,21367,22367,23367,24367,25367,26367,27367,28367,29367,0
,,,,,,,,,10368,11368,12368,13368,14368,15368,16368,17368,18368,19368,20368,21368,22368,23368,24368,25368,26368,27368,28368,29368,0
,,,,,,,,,10369,11369,12369,13369,14369,15369,16369,17369,18369,19369,20369,21369,22369,23369,24369,25369,26369,27369,28369,29369,0
,,,,,,,,,10370,11370,12370,13370,14370,15370,16370,17370,18370,19370,20370,21370,22370,23370,24370,25370,26370,27370,28370,29370,0
,,,,,,,,,10371,11371,12371,13371,14371,15371,16371,17371,18371,19371,20371,21371,22371,23371,24371,25371,26371,27371,28371,29371,0
,,,,,,,,,10372,11372,12372,13372,14372,15372,16372,17372,18372,19372,20372,21372,22372,23372,24372,25372,26372,27372,28372,29372,0
,,,,,,,,,10373,11373,12373,13373,14373,15373,16373,17373,18373,19373,20373,21373,22373,23373,24373,25373,26373,27373,28373,29373,0
,,,,,,,,,10374,11374,12374,13374,14374,15374,16374,17374,18374,19374,20374,21374,22374,23374,24374,25374,26374,27374,28374,29374,0
,,,,,,,,,10375,11375,12375,13375,14375,15375,16375,17375,18375,19375,20375,21375,22375,23375,24375,25375,26375,27375,28375,29375,0
,,,,,,,,,10376,11376,12376,13376,14376,15376,16376,17376,18376,19376,20376,21376,22376,23376,24376,25376,26376,27376,28376,29376,0
,,,,,,,,,10377,11377,12377,13377,14377,15377,16377,17377,18377,19377,20377,21377,22377,23377,24377,25377,26377,27377,28377,29377,0
,,,,,,,,,10378,11378,12378,13378,14378,15378,16378,17378,18378,19378,20378,21378,22378,23378,24378,25378,26378,27378,28378,29378,0
,,,,,,,,,10379,11379,12379,13379,14379,15379,16379,17379,18379,19379,20379,21379,22379,23379,24379,25379,26379,27379,28379,29379,0
,,,,,,,,,10380,11380,12380,13380,14380,15380,16380,17380,18380,19380,20380,21380,22380,23380,24380,25380,26380,27380,28380,29380,0
,,,,,,,,,10381,11381,12381,13381,14381,15381,16381,17381,18381,19381,20381,21381,22381,23381,24381,25381,26381,27381,28381,29381,0
,,,,,,,,,10382,11382,12382,13382,14382,15382,16382,17382,18382,19382,20382,21382,22382,23382,24382,25382,26382,27382,28382,29382,0
,,,,,,,,,10383,11383,12383,13383,14383,15383,16383,17383,18383,19383,20383,21383,22383,23383,24383,25383,26383,27383,28383,29383,0
,,,,,,,,,10384,11384,12384,13384,14384,15384,16384,17384,18384,19384,20384,21384,22384,23384,24384,25384,26384,27384,28384,29384,0
,,,,,,,,,10385,11385,12385,13385,14385,15385,16385,17385,18385,19385,20385,21385,22385,23385,24385,25385,26385,27385,28385,29385,0
,,,,,,,,,10386,11386,12386,13386,14386,15386,16386,17386,18386,19386,20386,21386,22386,23386,24386,25386,26386,27386,28386,29386,0
,,,,,,,,,10387,11387,12387,13387,14387,15387,16387,17387,18387,19387,20387,21387,22387,23387,24387,25387,26387,27387,28387,29387,0
,,,,,,,,,10388,11388,12388,13388,14388,15388,16388,17388,18388,19388,20388,21388,22388,23388,24388,25388,26388,27388,28388,29388,0
,,,,,,,,,10389,11389,12389,13389,14389,15389,16389,17389,18389,19389,20389,21389,22389,23389,24389,25389,26389,27389,28389,29389,0
,,,,,,,,,10390,11390,12390,13390,14390,15390,16390,17390,18390,19390,20390,21390,22390,23390,24390,25390,26390,27390,28390,29390,0
,,,,,,,,,10391,11391,12391,13391,14391,15391,16391,17391,18391,19391,20391,21391,22391,23391,24391,25391,26391,27391,28391,29391,0
,,,,,,,,,10392,11392,12392,13392,14392,15392,16392,17392,18392,19392,20392,21392,22392,23392,24392,25392,26392,27392,28392,29392,0
,,,,,,,,,10393,11393,12393,13393,14393,15393,16393,17393,18393,19393,20393,21393,22393,23393,24393,25393,26393,27393,28393,29393,0
,,,,,,,,,10394,11394,12394,13394,14394,15394,16394,17394,18394,19394,20394,21394,22394,23394,24394,25394,26394,27394,28394,29394,0
,,,,,,,,,10395,11395,12395,13395,14395,15395,16395,17395,18395,19395,20395,21395,22395,23395,24395,25395,26395,27395,28395,29395,0
,,,,,,,,,10396,11396,12396,13396,14396,15396,16396,17396,18396,19396,20396,21396,22396,23396,24396,25396,26396,27396,28396,29396,0
,,,,,,,,,10397,11397,12397,13397,14397,15397,16397,17397,18397,19397,20397,21397,22397,23397,24397,25397,26397,27397,28397,29397,0
,,,,,,,,,10398,11398,12398,13398,14398,15398,16398,17398,18398,19398,20398,21398,22398,23398,24398,25398,26398,27398,28398,29398,0
,,,,,,,,,10399,11399,12399,13399,14399,15399,16399,17399,18399,19399,20399,21399,22399,23399,24399,25399,26399,27399,28399,29399,0
,,,,,,,,,10400,11400,12400,13400,14400,15400,16400,17400,18400,19400,20400,21400,22400,23400,24400,25400,26400,27400,28400,29400,0
,,,,,,,,,10401,11401,12401,13401,14401,15401,16401,17401,18401,19401,20401,21401,22401,23401,24401,25401,26401,27401,28401,29401,0
,,,,,,,,,10402,11402,12402,13402,14402,15402,16402,17402,18402,19402,20402,21402,22402,23402,24402,25402,26402,27402,28402,29402,0
,,,,,,,,,10403,11403,12403,13403,14403,15403,16403,17403,18403,19403,20403,21403,22403,23403,24403,25403,26403,27403,28403,29403,0
,,,,,,,,,10404,11404,12404,13404,14404,15404,16404,17404,18404,19404,20404,21404,22404,23404,24404,25404,26404,27404,28404,29404,0
,,,,,,,,,10405,11405,12405,13405,14405,15405,16405,17405,18405,19405,20405,21405,22405,23405,24405,25405,26405,27405,28405,29405,0
,,,,,,,,,10406,11406,12406,13406,14406,15406,16406,17406,18406,19406,20406,21406,22406,23406,24406,25406,26406,27406,28406,29406,0
,,,,,,,,,10407,11407,12407,13407,14407,15407,16407,17407,18407,19407,20407,21407,22407,23407,24407,25407,26407,27407,28407,29407,0
,,,,,,,,,10408,11408,12408,13408,14408,15408,16408,17408,18408,19408,20408,21408,22408,23408,24408,25408,26408,27408,28408,29408,0
,,,,,,,,,10409,11409,12409,13409,14409,15409,16409,17409,18409,19409,20409,21409,22409,23409,24409,25409,26409,27409,28409,29409,0
,,,,,,,,,10410,11410,12410,13410,14410,15410,16410,17410,18410,19410,20410,21410,22410,23410,24410,25410,26410,27410,28410,29410,0
,,,,,,,,,10411,11411,12411,13411,14411,15411,16411,17411,18411,19411,20411,21411,22411,23411,24411,25411,26411,27411,28411,29411,0
,,,,,,,,,10412,11412,12412,13412,14412,15412,16412,17412,18412,19412,20412,21412,22412,23412,24412,25412,26412,27412,28412,29412,0
,,,,,,,,,10413,11413,12413,13413,14413,15413,16413,17413,18413,19413,20413,21413,22413,23413,24413,25413,26413,27413,28413,29413,0
,,,,,,,,,10414,11414,12414,13414,14414,15414,16414,17414,18414,19414,20414,21414,22414,23414,24414,25414,26414,27414,28414,29414,0
,,,,,,,,,10415,11415,12415,13415,14415,15415,16415,17415,18415,19415,20415,21415,22415,23415,24415,25415,26415,27415,28415,29415,0
,,,,,,,,,10416,11416,12416,13416,14416,15416,16416,17416,18416,19416,20416,21416,22416,23416,24416,25416,26416,27416,28416,29416,0
,,,,,,,,,10417,11417,12417,13417,14417,15417,16417,17417,18417,19417,20417,21417,22417,23417,24417,25417,26417,27417,28417,29417,0
,,,,,,,,,10418,11418,12418,13418,14418,15418,16418,17418,18418,19418,20418,21418,22418,23418,24418,25418,26418,27418,28418,29418,0
,,,,,,,,,10419,11419,12419,13419,14419,15419,16419,17419,18419,19419,20419,21419,22419,23419,24419,25419,26419,27419,28419,29419,0
,,,,,,,,,10420,11420,12420,13420,14420,15420,16420,17420,18420,19420,20420,21420,22420,23420,24420,25420,26420,27420,28420,29420,0
,,,,,,,,,10421,11421,12421,13421,14421,15421,16421,17421,18421,19421,20421,21421,22421,23421,24421,25421,26421,27421,28421,29421,0
,,,,,,,,,10422,11422,12422,13422,14422,15422,16422,17422,18422,19422,20422,21422,22422,23422,24422,25422,26422,27422,28422,29422,0
,,,,,,,,,10423,11423,12423,13423,14423,15423,16423,17423,18423,19423,20423,21423,22423,23423,24423,25423,26423,27423,28423,29423,0
,,,,,,,,,10424,11424,12424,13424,14424,15424,16424,17424,18424,19424,20424,21424,22424,23424,24424,25424,26424,27424,28424,29424,0
,,,,,,,,,10425,11425,12425,13425,14425,15425,16425,17425,18425,19425,20425,21425,22425,23425,24425,25425,26425,27425,28425,29425,0
,,,,,,,,,10426,11426,12426,13426,14426,15426,16426,17426,18426,19426,20426,21426,22426,23426,24426,25426,26426,27426,28426,29426,0
,,,,,,,,,10427,11427,12427,13427,14427,15427,16427,17427,18427,19427,20427,21427,22427,23427,24427,25427,26427,27427,28427,29427,0
,,,,,,,,,10428,11428,12428,13428,14428,15428,16428,17428,18428,19428,20428,21428,22428,23428,24428,25428,26428,27428,28428,29428,0
,,,,,,,,,10429,11429,12429,13429,14429,15429,16429,17429,18429,19429,20429,21429,22429,23429,24429,25429,26429,27429,28429,29429,0
,,,,,,,,,10430,11430,12430,13430,14430,15430,16430,17430,18430,19430,20430,21430,22430,23430,24430,25430,26430,27430,28430,29430,0
,,,,,,,,,10431,11431,12431,13431,14431,15431,16431,17431,18431,19431,20431,21431,22431,23431,24431,25431,26431,27431,28431,29431,0
,,,,,,,,,10432,11432,12432,13432,14432,15432,16432,17432,18432,19432,20432,21432,22432,23432,24432,25432,26432,27432,28432,29432,0
,,,,,,,,,10433,11433,12433,13433,14433,15433,16433,17433,18433,19433,20433,21433,22433,23433,24433,25433,26433,27433,28433,29433,0
,,,,,,,,,10434,11434,12434,13434,14434,15434,16434,17434,18434,19434,20434,21434,22434,23434,24434,25434,26434,27434,28434,29434,0
,,,,,,,,,10435,11435,12435,13435,14435,15435,16435,17435,18435,19435,20435,21435,22435,23435,24435,25435,26435,27435,28435,29435,0
,,,,,,,,,10436,11436,12436,13436,14436,15436,16436,17436,18436,19436,20436,21436,22436,23436,24436,25436,26436,27436,28436,29436,0
,,,,,,,,,10437,11437,12437,13437,14437,15437,16437,17437,18437,19437,20437,21437,22437,23437,24437,25437,26437,27437,28437,29437,0
,,,,,,,,,10438,11438,12438,13438,14438,15438,16438,17438,18438,19438,20438,21438,22438,23438,24438,25438,26438,27438,28438,29438,0
,,,,,,,,,10439,11439,12439,13439,14439,15439,16439,17439,18439,19439,20439,21439,22439,23439,24439,25439,26439,27439,28439,29439,0
,,,,,,,,,10440,11440,12440,13440,14440,15440,16440,17440,18440,19440,20440,21440,22440,23440,24440,25440,26440,27440,28440,29440,0
,,,,,,,,,10441,11441,12441,13441,14441,15441,16441,17441,18441,19441,20441,21441,22441,23441,24441,25441,26441,27441,28441,29441,0
,,,,,,,,,10442,11442,12442,13442,14442,15442,16442,17442,18442,19442,20442,21442,22442,23442,24442,25442,26442,27442,28442,29442,0
,,,,,,,,,10443,11443,12443,13443,14443,15443,16443,17443,18443,19443,20443,21443,22443,23443,24443,25443,26443,27443,28443,29443,0
,,,,,,,,,10444,11444,12444,13444,14444,15444,16444,17444,18444,19444,20444,21444,22444,23444,24444,25444,26444,27444,28444,29444,0
,,,,,,,,,10445,11445,12445,13445,14445,15445,16445,17445,18445,19445,20445,21445,22445,23445,24445,25445,26445,27445,28445,29445,0
,,,,,,,,,10446,11446,12446,13446,14446,15446,16446,17446,18446,19446,20446,21446,22446,23446,24446,25446,26446,27446,28446,29446,0
,,,,,,,,,10447,11447,12447,13447,14447,15447,16447,17447,18447,19447,20447,21447,22447,23447,24447,25447,26447,27447,28447,29447,0
,,,,,,,,,10448,11448,12448,13448,14448,15448,16448,17448,18448,19448,20448,21448,22448,23448,24448,25448,26448,27448,28448,29448,0
,,,,,,,,,10449,11449,12449,13449,14449,15449,16449,17449,18449,19449,20449,21449,22449,23449,24449,25449,26449,27449,28449,29449,0
,,,,,,,,,10450,11450,12450,13450,14450,15450,16450,17450,18450,19450,20450,21450,22450,23450,24450,25450,26450,27450,28450,29450,0
,,,,,,,,,10451,11451,12451,13451,14451,15451,16451,17451,18451,19451,20451,21451,22451,23451,24451,25451,26451,27451,28451,29451,0
,,,,,,,,,10452,11452,12452,13452,14452,15452,16452,17452,18452,19452,20452,21452,22452,23452,24452,25452,26452,27452,28452,29452,0
,,,,,,,,,10453,11453,12453,13453,14453,15453,16453,17453,18453,19453,20453,21453,22453,23453,24453,25453,26453,27453,28453,29453,0
,,,,,,,,,10454,11454,12454,13454,14454,15454,16454,17454,18454,19454,20454,21454,22454,23454,24454,25454,26454,27454,28454,29454,0
,,,,,,,,,10455,11455,12455,13455,14455,15455,16455,17455,18455,19455,20455,21455,22455,23455,24455,25455,26455,27455,28455,29455,0
,,,,,,,,,10456,11456,12456,13456,14456,15456,16456,17456,18456,19456,20456,21456,22456,23456,24456,25456,26456,27456,28456,29456,0
,,,,,,,,,10457,11457,12457,13457,14457,15457,16457,17457,18457,19457,20457,21457,22457,23457,24457,25457,26457,27457,28457,29457,0
,,,,,,,,,10458,11458,12458,13458,14458,15458,16458,17458,18458,19458,20458,21458,22458,23458,24458,25458,26458,27458,28458,29458,0
,,,,,,,,,10459,11459,12459,13459,14459,15459,16459,17459,18459,19459,20459,21459,22459,23459,24459,25459,26459,27459,28459,29459,0
,,,,,,,,,10460,11460,12460,13460,14460,15460,16460,17460,18460,19460,20460,21460,22460,23460,24460,25460,26460,27460,28460,29460,0
,,,,,,,,,10461,11461,12461,13461,14461,15461,16461,17461,18461,19461,20461,21461,22461,23461,24461,25461,26461,27461,28461,29461,0
,,,,,,,,,10462,11462,12462,13462,14462,15462,16462,17462,18462,19462,20462,21462,22462,23462,24462,25462,26462,27462,28462,29462,0
,,,,,,,,,10463,11463,12463,13463,14463,15463,16463,17463,18463,19463,20463,21463,22463,23463,24463,25463,26463,27463,28463,29463,0
,,,,,,,,,10464,11464,12464,13464,14464,15464,16464,17464,18464,19464,20464,21464,22464,23464,24464,25464,26464,27464,28464,29464,0
,,,,,,,,,10465,11465,12465,13465,14465,15465,16465,17465,18465,19465,20465,21465,22465,23465,24465,25465,26465,27465,28465,29465,0
,,,,,,,,,10466,11466,12466,13466,14466,15466,16466,17466,18466,19466,20466,21466,22466,23466,24466,25466,26466,27466,28466,29466,0
,,,,,,,,,10467,11467,12467,13467,14467,15467,16467,17467,18467,19467,20467,21467,22467,23467,24467,25467,26467,27467,28467,29467,0
,,,,,,,,,10468,11468,12468,13468,14468,15468,16468,17468,18468,19468,20468,21468,22468,23468,24468,25468,26468,27468,28468,29468,0
,,,,,,,,,10469,11469,12469,13469,14469,15469,16469,17469,18469,19469,20469,21469,22469,23469,24469,25469,26469,27469,28469,29469,0
,,,,,,,,,10470,11470,12470,13470,14470,15470,16470,17470,18470,19470,20470,21470,22470,23470,24470,25470,26470,27470,28470,29470,0
,,,,,,,,,10471,11471,12471,13471,14471,15471,16471,17471,18471,19471,20471,21471,22471,23471,24471,25471,26471,27471,28471,29471,0
,,,,,,,,,10472,11472,12472,13472,14472,15472,16472,17472,18472,19472,20472,21472,22472,23472,24472,25472,26472,27472,28472,29472,0
,,,,,,,,,10473,11473,12473,13473,14473,15473,16473,17473,18473,19473,20473,21473,22473,23473,24473,25473,26473,27473,28473,29473,0
,,,,,,,,,10474,11474,12474,13474,14474,15474,16474,17474,18474,19474,20474,21474,22474,23474,24474,25474,26474,27474,28474,29474,0
,,,,,,,,,10475,11475,12475,13475,14475,15475,16475,17475,18475,19475,20475,21475,22475,23475,24475,25475,26475,27475,28475,29475,0
,,,,,,,,,10476,11476,12476,13476,14476,15476,16476,17476,18476,19476,20476,21476,22476,23476,24476,25476,26476,27476,28476,29476,0
,,,,,,,,,10477,11477,12477,13477,14477,15477,16477,17477,18477,19477,20477,21477,22477,23477,24477,25477,26477,27477,28477,29477,0
,,,,,,,,,10478,11478,12478,13478,14478,15478,16478,17478,18478,19478,20478,21478,22478,23478,24478,25478,26478,27478,28478,29478,0
,,,,,,,,,10479,11479,12479,13479,14479,15479,16479,17479,18479,19479,20479,21479,22479,23479,24479,25479,26479,27479,28479,29479,0
,,,,,,,,,10480,11480,12480,13480,14480,15480,16480,17480,18480,19480,20480,21480,22480,23480,24480,25480,26480,27480,28480,29480,0
,,,,,,,,,10481,11481,12481,13481,14481,15481,16481,17481,18481,19481,20481,21481,22481,23481,24481,25481,26481,27481,28481,29481,0
,,,,,,,,,10482,11482,12482,13482,14482,15482,16482,17482,18482,19482,20482,21482,22482,23482,24482,25482,26482,27482,28482,29482,0
,,,,,,,,,10483,11483,12483,13483,14483,15483,16483,17483,18483,19483,20483,21483,22483,23483,24483,25483,26483,27483,28483,29483,0
,,,,,,,,,10484,11484,12484,13484,14484,15484,16484,17484,18484,19484,20484,21484,22484,23484,24484,25484,26484,27484,28484,29484,0
,,,,,,,,,10485,11485,12485,13485,14485,15485,16485,17485,18485,19485,20485,21485,22485,23485,24485,25485,26485,27485,28485,29485,0
,,,,,,,,,10486,11486,12486,13486,14486,15486,16486,17486,18486,19486,20486,21486,22486,23486,24486,25486,26486,27486,28486,29486,0
,,,,,,,,,10487,11487,12487,13487,14487,15487,16487,17487,18487,19487,20487,21487,22487,23487,24487,25487,26487,27487,28487,29487,0
,,,,,,,,,10488,11488,12488,13488,14488,15488,16488,17488,18488,19488,20488,21488,22488,23488,24488,25488,26488,27488,28488,29488,0
,,,,,,,,,10489,11489,12489,13489,14489,15489,16489,17489,18489,19489,20489,21489,22489,23489,24489,25489,26489,27489,28489,29489,0
,,,,,,,,,10490,11490,12490,13490,14490,15490,16490,17490,18490,19490,20490,21490,22490,23490,24490,25490,26490,27490,28490,29490,0
,,,,,,,,,10491,11491,12491,13491,14491,15491,16491,17491,18491,19491,20491,21491,22491,23491,24491,25491,26491,27491,28491,29491,0
,,,,,,,,,10492,11492,12492,13492,14492,15492,16492,17492,18492,19492,20492,21492,22492,23492,24492,25492,26492,27492,28492,29492,0
,,,,,,,,,10493,11493,12493,13493,14493,15493,16493,17493,18493,19493,20493,21493,22493,23493,24493,25493,26493,27493,28493,29493,0
,,,,,,,,,10494,11494,12494,13494,14494,15494,16494,17494,18494,19494,20494,21494,22494,23494,24494,25494,26494,27494,28494,29494,0
,,,,,,,,,10495,11495,12495,13495,14495,15495,16495,17495,18495,19495,20495,21495,22495,23495,24495,25495,26495,27495,28495,29495,0
,,,,,,,,,10496,11496,12496,13496,14496,15496,16496,17496,18496,19496,20496,21496,22496,23496,24496,25496,26496,27496,28496,29496,0
,,,,,,,,,10497,11497,12497,13497,14497,15497,16497,17497,18497,19497,20497,21497,22497,23497,24497,25497,26497,27497,28497,29497,0
,,,,,,,,,10498,11498,12498,13498,14498,15498,16498,17498,18498,19498,20498,21498,22498,23498,24498,25498,26498,27498,28498,29498,0
,,,,,,,,,10499,11499,12499,13499,14499,15499,16499,17499,18499,19499,20499,21499,22499,23499,24499,25499,26499,27499,28499,29499,0
,,,,,,,,,10500,11500,12500,13500,14500,15500,16500,17500,18500,19500,20500,21500,22500,23500,24500,25500,26500,27500,28500,29500,0
,,,,,,,,,10501,11501,12501,13501,14501,15501,16501,17501,18501,19501,20501,21501,22501,23501,24501,25501,26501,27501,28501,29501,0
,,,,,,,,,10502,11502,12502,13502,14502,15502,16502,17502,18502,19502,20502,21502,22502,23502,24502,25502,26502,27502,28502,29502,0
,,,,,,,,,10503,11503,12503,13503,14503,15503,16503,17503,18503,19503,20503,21503,22503,23503,24503,25503,26503,27503,28503,29503,0
,,,,,,,,,10504,11504,12504,13504,14504,15504,16504,17504,18504,19504,20504,21504,22504,23504,24504,25504,26504,27504,28504,29504,0
,,,,,,,,,10505,11505,12505,13505,14505,15505,16505,17505,18505,19505,20505,21505,22505,23505,24505,25505,26505,27505,28505,29505,0
,,,,,,,,,10506,11506,12506,13506,14506,15506,16506,17506,18506,19506,20506,21506,22506,23506,24506,25506,26506,27506,28506,29506,0
,,,,,,,,,10507,11507,12507,13507,14507,15507,16507,17507,18507,19507,20507,21507,22507,23507,24507,25507,26507,27507,28507,29507,0
,,,,,,,,,10508,11508,12508,13508,14508,15508,16508,17508,18508,19508,20508,21508,22508,23508,24508,25508,26508,27508,28508,29508,0
,,,,,,,,,10509,11509,12509,13509,14509,15509,16509,17509,18509,19509,20509,21509,22509,23509,24509,25509,26509,27509,28509,29509,0
,,,,,,,,,10510,11510,12510,13510,14510,15510,16510,17510,18510,19510,20510,21510,22510,23510,24510,25510,26510,27510,28510,29510,0
,,,,,,,,,10511,11511,12511,13511,14511,15511,16511,17511,18511,19511,20511,21511,22511,23511,24511,25511,26511,27511,28511,29511,0
,,,,,,,,,10512,11512,12512,13512,14512,15512,16512,17512,18512,19512,20512,21512,22512,23512,24512,25512,26512,27512,28512,29512,0
,,,,,,,,,10513,11513,12513,13513,14513,15513,16513,17513,18513,19513,20513,21513,22513,23513,24513,25513,26513,27513,28513,29513,0
,,,,,,,,,10514,11514,12514,13514,14514,15514,16514,17514,18514,19514,20514,21514,22514,23514,24514,25514,26514,27514,28514,29514,0
,,,,,,,,,10515,11515,12515,13515,14515,15515,16515,17515,18515,19515,20515,21515,22515,23515,24515,25515,26515,27515,28515,29515,0
,,,,,,,,,10516,11516,12516,13516,14516,15516,16516,17516,18516,19516,20516,21516,22516,23516,24516,25516,26516,27516,28516,29516,0
,,,,,,,,,10517,11517,12517,13517,14517,15517,16517,17517,18517,19517,20517,21517,22517,23517,24517,25517,26517,27517,28517,29517,0
,,,,,,,,,10518,11518,12518,13518,14518,15518,16518,17518,18518,19518,20518,21518,22518,23518,24518,25518,26518,27518,28518,29518,0
,,,,,,,,,10519,11519,12519,13519,14519,15519,16519,17519,18519,19519,20519,21519,22519,23519,24519,25519,26519,27519,28519,29519,0
,,,,,,,,,10520,11520,12520,13520,14520,15520,16520,17520,18520,19520,20520,21520,22520,23520,24520,25520,26520,27520,28520,29520,0
,,,,,,,,,10521,11521,12521,13521,14521,15521,16521,17521,18521,19521,20521,21521,22521,23521,24521,25521,26521,27521,28521,29521,0
,,,,,,,,,10522,11522,12522,13522,14522,15522,16522,17522,18522,19522,20522,21522,22522,23522,24522,25522,26522,27522,28522,29522,0
,,,,,,,,,10523,11523,12523,13523,14523,15523,16523,17523,18523,19523,20523,21523,22523,23523,24523,25523,26523,27523,28523,29523,0
,,,,,,,,,10524,11524,12524,13524,14524,15524,16524,17524,18524,19524,20524,21524,22524,23524,24524,25524,26524,27524,28524,29524,0
,,,,,,,,,10525,11525,12525,13525,14525,15525,16525,17525,18525,19525,20525,21525,22525,23525,24525,25525,26525,27525,28525,29525,0
,,,,,,,,,10526,11526,12526,13526,14526,15526,16526,17526,18526,19526,20526,21526,22526,23526,24526,25526,26526,27526,28526,29526,0
,,,,,,,,,10527,11527,12527,13527,14527,15527,16527,17527,18527,19527,20527,21527,22527,23527,24527,25527,26527,27527,28527,29527,0
,,,,,,,,,10528,11528,12528,13528,14528,15528,16528,17528,18528,19528,20528,21528,22528,23528,24528,25528,26528,27528,28528,29528,0
,,,,,,,,,10529,11529,12529,13529,14529,15529,16529,17529,18529,19529,20529,21529,22529,23529,24529,25529,26529,27529,28529,29529,0
,,,,,,,,,10530,11530,12530,13530,14530,15530,16530,17530,18530,19530,20530,21530,22530,23530,24530,25530,26530,27530,28530,29530,0
,,,,,,,,,10531,11531,12531,13531,14531,15531,16531,17531,18531,19531,20531,21531,22531,23531,24531,25531,26531,27531,28531,29531,0
,,,,,,,,,10532,11532,12532,13532,14532,15532,16532,17532,18532,19532,20532,21532,22532,23532,24532,25532,26532,27532,28532,29532,0
,,,,,,,,,10533,11533,12533,13533,14533,15533,16533,17533,18533,19533,20533,21533,22533,23533,24533,25533,26533,27533,28533,29533,0
,,,,,,,,,10534,11534,12534,13534,14534,15534,16534,17534,18534,19534,20534,21534,22534,23534,24534,25534,26534,27534,28534,29534,0
,,,,,,,,,10535,11535,12535,13535,14535,15535,16535,17535,18535,19535,20535,21535,22535,23535,24535,25535,26535,27535,28535,29535,0
,,,,,,,,,10536,11536,12536,13536,14536,15536,16536,17536,18536,19536,20536,21536,22536,23536,24536,25536,26536,27536,28536,29536,0
,,,,,,,,,10537,11537,12537,13537,14537,15537,16537,17537,18537,19537,20537,21537,22537,23537,24537,25537,26537,27537,28537,29537,0
,,,,,,,,,10538,11538,12538,13538,14538,15538,16538,17538,18538,19538,20538,21538,22538,23538,24538,25538,26538,27538,28538,29538,0
,,,,,,,,,10539,11539,12539,13539,14539,15539,16539,17539,18539,19539,20539,21539,22539,23539,24539,25539,26539,27539,28539,29539,0
,,,,,,,,,10540,11540,12540,13540,14540,15540,16540,17540,18540,19540,20540,21540,22540,23540,24540,25540,26540,27540,28540,29540,0
,,,,,,,,,10541,11541,12541,13541,14541,15541,16541,17541,18541,19541,20541,21541,22541,23541,24541,25541,26541,27541,28541,29541,0
,,,,,,,,,10542,11542,12542,13542,14542,15542,16542,17542,18542,19542,20542,21542,22542,23542,24542,25542,26542,27542,28542,29542,0
,,,,,,,,,10543,11543,12543,13543,14543,15543,16543,17543,18543,19543,20543,21543,22543,23543,24543,25543,26543,27543,28543,29543,0
,,,,,,,,,10544,11544,12544,13544,14544,15544,16544,17544,18544,19544,20544,21544,22544,23544,24544,25544,26544,27544,28544,29544,0
,,,,,,,,,10545,11545,12545,13545,14545,15545,16545,17545,18545,19545,20545,21545,22545,23545,24545,25545,26545,27545,28545,29545,0
,,,,,,,,,10546,11546,12546,13546,14546,15546,16546,17546,18546,19546,20546,21546,22546,23546,24546,25546,26546,27546,28546,29546,0
,,,,,,,,,10547,11547,12547,13547,14547,15547,16547,17547,18547,19547,20547,21547,22547,23547,24547,25547,26547,27547,28547,29547,0
,,,,,,,,,10548,11548,12548,13548,14548,15548,16548,17548,18548,19548,20548,21548,22548,23548,24548,25548,26548,27548,28548,29548,0
,,,,,,,,,10549,11549,12549,13549,14549,15549,16549,17549,18549,19549,20549,21549,22549,23549,24549,25549,26549,27549,28549,29549,0
,,,,,,,,,10550,11550,12550,13550,14550,15550,16550,17550,18550,19550,20550,21550,22550,23550,24550,25550,26550,27550,28550,29550,0
